record_id,farm_id,animal_id,drug_name,drug_class,dose_mg,treatment_days,days_after_treatment,residue_mg_per_kg,mrl_limit_mg_per_kg,violation_flag,test_date
4817,2,75,Enrofloxacin,Fluoroquinolone,444,1,10,0.0264,0.002,1,2025-10-31
4818,12,456,Sulfonamide,Sulfonamide,521,5,8,0.0379,0.1,0,2025-08-10
4819,41,1629,Gentamicin,Aminoglycoside,178,4,1,0.1845,0.01,1,2025-11-25
4820,16,638,Sulfonamide,Sulfonamide,251,5,4,0.0757,0.1,0,2025-10-13
4821,47,1858,Enrofloxacin,Fluoroquinolone,117,4,2,0.0644,0.002,1,2025-02-12
4822,8,315,Sulfonamide,Sulfonamide,325,2,3,0.0622,0.1,0,2025-04-10
4823,15,573,Sulfonamide,Sulfonamide,461,2,3,0.0833,0.1,0,2025-05-16
4824,3,85,Oxytetracycline,Tetracycline,318,4,2,0.2283,0.01,1,2025-08-30
4825,26,1016,Enrofloxacin,Fluoroquinolone,634,5,6,0.0936,0.002,1,2025-08-18
4826,14,523,Sulfonamide,Sulfonamide,107,4,7,0.0093,0.1,0,2025-12-20
4827,48,1881,Penicillin,Beta-lactam,524,7,3,0.2132,0.005,1,2025-11-29
4828,12,471,Oxytetracycline,Tetracycline,497,5,6,0.1195,0.01,1,2025-08-08
4829,17,652,Gentamicin,Aminoglycoside,789,1,3,0.1605,0.01,1,2025-10-11
4830,23,884,Oxytetracycline,Tetracycline,758,1,9,0.049,0.01,1,2025-03-04
4831,35,1367,Penicillin,Beta-lactam,784,6,4,0.2695,0.005,1,2025-11-11
4832,44,1729,Sulfonamide,Sulfonamide,326,2,1,0.2224,0.1,1,2025-07-02
4833,30,1196,Sulfonamide,Sulfonamide,607,5,3,0.1132,0.1,1,2025-03-19
4834,12,453,Oxytetracycline,Tetracycline,391,7,6,0.0717,0.01,1,2025-10-12
4835,34,1348,Sulfonamide,Sulfonamide,719,7,2,0.4838,0.1,1,2025-10-26
4836,37,1442,Gentamicin,Aminoglycoside,748,1,10,0.0945,0.01,1,2025-10-08
4837,3,100,Enrofloxacin,Fluoroquinolone,467,1,6,0.0516,0.002,1,2025-02-03
4838,8,289,Oxytetracycline,Tetracycline,322,7,7,0.0233,0.01,1,2025-03-04
4839,21,830,Enrofloxacin,Fluoroquinolone,205,6,9,0.0289,0.002,1,2025-05-10
4840,14,523,Gentamicin,Aminoglycoside,143,5,2,0.0852,0.01,1,2025-09-13
4841,47,1858,Oxytetracycline,Tetracycline,362,1,9,0.0539,0.01,1,2025-05-20
4842,22,871,Sulfonamide,Sulfonamide,433,3,5,0.0923,0.1,0,2025-06-30
4843,2,62,Gentamicin,Aminoglycoside,111,5,6,0.0246,0.01,1,2025-09-14
4844,2,72,Gentamicin,Aminoglycoside,234,6,8,0.0223,0.01,1,2025-07-23
4845,23,886,Sulfonamide,Sulfonamide,670,2,10,0.0762,0.1,0,2025-06-28
4846,30,1171,Oxytetracycline,Tetracycline,598,3,3,0.2209,0.01,1,2025-05-21
4847,5,161,Enrofloxacin,Fluoroquinolone,246,6,10,0.0285,0.002,1,2025-05-29
4848,32,1271,Enrofloxacin,Fluoroquinolone,565,7,8,0.0994,0.002,1,2025-04-02
4849,17,648,Penicillin,Beta-lactam,790,7,9,0.0691,0.005,1,2025-07-27
4850,39,1542,Gentamicin,Aminoglycoside,719,1,10,0.0939,0.01,1,2025-04-10
4851,3,92,Oxytetracycline,Tetracycline,500,7,5,0.0995,0.01,1,2025-09-26
4852,33,1291,Gentamicin,Aminoglycoside,226,4,5,0.053,0.01,1,2025-07-12
4853,46,1824,Sulfonamide,Sulfonamide,427,5,1,0.271,0.1,1,2025-12-18
4854,20,794,Penicillin,Beta-lactam,723,7,8,0.1317,0.005,1,2025-02-13
4855,7,248,Gentamicin,Aminoglycoside,496,2,9,0.0495,0.01,1,2025-01-05
4856,40,1573,Penicillin,Beta-lactam,415,5,9,0.0289,0.005,1,2025-07-24
4857,45,1795,Sulfonamide,Sulfonamide,708,6,7,0.0994,0.1,0,2025-01-24
4858,7,256,Gentamicin,Aminoglycoside,478,4,3,0.2134,0.01,1,2025-09-09
4859,43,1683,Enrofloxacin,Fluoroquinolone,145,2,2,0.1013,0.002,1,2025-09-12
4860,49,1950,Penicillin,Beta-lactam,311,1,3,0.0852,0.005,1,2025-05-21
4861,10,368,Penicillin,Beta-lactam,448,2,6,0.0991,0.005,1,2025-07-19
4862,43,1703,Oxytetracycline,Tetracycline,100,5,6,0.0208,0.01,1,2025-09-25
4863,43,1716,Sulfonamide,Sulfonamide,416,5,7,0.0819,0.1,0,2025-08-20
4864,10,369,Oxytetracycline,Tetracycline,470,7,1,0.3946,0.01,1,2025-03-18
4865,1,17,Enrofloxacin,Fluoroquinolone,333,3,4,0.1055,0.002,1,2025-04-07
4866,37,1473,Oxytetracycline,Tetracycline,627,3,6,0.1482,0.01,1,2025-01-09
4867,17,675,Sulfonamide,Sulfonamide,738,2,5,0.1718,0.1,1,2025-05-05
4868,8,307,Penicillin,Beta-lactam,226,1,10,0.0132,0.005,1,2025-03-17
4869,48,1887,Sulfonamide,Sulfonamide,377,3,4,0.1155,0.1,1,2025-05-22
4870,47,1862,Oxytetracycline,Tetracycline,387,7,1,0.506,0.01,1,2025-10-03
4871,48,1897,Gentamicin,Aminoglycoside,624,2,5,0.1491,0.01,1,2025-04-11
4872,35,1395,Gentamicin,Aminoglycoside,593,5,9,0.0429,0.01,1,2025-06-05
4873,3,93,Penicillin,Beta-lactam,198,1,7,0.0405,0.005,1,2025-03-17
4874,12,468,Oxytetracycline,Tetracycline,322,4,10,0.0464,0.01,1,2025-12-15
4875,47,1846,Sulfonamide,Sulfonamide,182,5,2,0.1049,0.1,1,2025-01-22
4876,42,1647,Sulfonamide,Sulfonamide,492,2,5,0.0652,0.1,0,2025-07-29
4877,18,705,Gentamicin,Aminoglycoside,631,7,10,0.0792,0.01,1,2025-08-11
4878,42,1661,Penicillin,Beta-lactam,795,3,6,0.133,0.005,1,2025-08-20
4879,50,1992,Enrofloxacin,Fluoroquinolone,455,7,3,0.1391,0.002,1,2025-12-26
4880,16,616,Sulfonamide,Sulfonamide,635,5,3,0.1472,0.1,1,2025-09-10
4881,43,1688,Penicillin,Beta-lactam,422,3,5,0.1053,0.005,1,2025-03-07
4882,33,1310,Enrofloxacin,Fluoroquinolone,307,3,2,0.0871,0.002,1,2025-08-27
4883,50,1987,Sulfonamide,Sulfonamide,795,5,3,0.2792,0.1,1,2025-06-19
4884,3,95,Penicillin,Beta-lactam,357,3,6,0.0435,0.005,1,2025-09-27
4885,10,383,Sulfonamide,Sulfonamide,583,2,1,0.8669,0.1,1,2025-08-14
4886,21,813,Gentamicin,Aminoglycoside,545,4,7,0.0941,0.01,1,2025-09-30
4887,7,264,Sulfonamide,Sulfonamide,659,4,5,0.1082,0.1,1,2025-12-23
4888,43,1696,Sulfonamide,Sulfonamide,557,1,3,0.1032,0.1,1,2025-08-30
4889,17,642,Penicillin,Beta-lactam,173,6,4,0.0526,0.005,1,2025-07-19
4890,29,1138,Enrofloxacin,Fluoroquinolone,718,2,2,0.3128,0.002,1,2025-12-30
4891,7,280,Gentamicin,Aminoglycoside,231,1,1,0.2266,0.01,1,2025-06-01
4892,37,1458,Oxytetracycline,Tetracycline,363,7,5,0.0523,0.01,1,2025-11-22
4893,42,1678,Oxytetracycline,Tetracycline,115,7,7,0.0096,0.01,0,2025-05-27
4894,19,729,Penicillin,Beta-lactam,705,7,10,0.0622,0.005,1,2025-06-06
4895,19,722,Gentamicin,Aminoglycoside,419,3,4,0.0747,0.01,1,2025-11-01
4896,41,1630,Sulfonamide,Sulfonamide,590,1,2,0.3491,0.1,1,2025-07-05
4897,12,465,Penicillin,Beta-lactam,348,3,10,0.0499,0.005,1,2025-03-26
4898,32,1275,Gentamicin,Aminoglycoside,730,4,1,0.4323,0.01,1,2025-01-24
4899,39,1529,Penicillin,Beta-lactam,748,3,4,0.1486,0.005,1,2025-11-04
4900,31,1229,Gentamicin,Aminoglycoside,473,6,9,0.0631,0.01,1,2025-10-10
4901,37,1469,Gentamicin,Aminoglycoside,741,1,9,0.0843,0.01,1,2025-02-17
4902,43,1716,Gentamicin,Aminoglycoside,624,4,1,0.9036,0.01,1,2025-03-08
4903,6,237,Enrofloxacin,Fluoroquinolone,686,5,3,0.2285,0.002,1,2025-05-11
4904,12,446,Gentamicin,Aminoglycoside,547,2,9,0.0381,0.01,1,2025-05-28
4905,30,1195,Oxytetracycline,Tetracycline,315,2,2,0.104,0.01,1,2025-04-06
4906,12,470,Sulfonamide,Sulfonamide,429,3,9,0.0258,0.1,0,2025-08-13
4907,1,29,Enrofloxacin,Fluoroquinolone,561,2,2,0.4153,0.002,1,2025-09-26
4908,12,448,Gentamicin,Aminoglycoside,668,4,5,0.1282,0.01,1,2025-09-12
4909,14,524,Oxytetracycline,Tetracycline,570,1,4,0.1286,0.01,1,2025-07-30
4910,45,1761,Enrofloxacin,Fluoroquinolone,511,1,1,0.599,0.002,1,2025-08-19
4911,20,774,Penicillin,Beta-lactam,265,7,9,0.0398,0.005,1,2025-03-03
4912,45,1773,Penicillin,Beta-lactam,760,5,3,0.1573,0.005,1,2025-04-19
4913,44,1759,Sulfonamide,Sulfonamide,525,7,9,0.0388,0.1,0,2025-10-12
4914,41,1619,Enrofloxacin,Fluoroquinolone,550,2,7,0.0598,0.002,1,2025-04-21
4915,31,1227,Penicillin,Beta-lactam,302,7,1,0.4247,0.005,1,2025-07-04
4916,33,1319,Sulfonamide,Sulfonamide,541,5,3,0.2096,0.1,1,2025-01-19
4917,47,1844,Gentamicin,Aminoglycoside,510,6,7,0.0388,0.01,1,2025-05-20
4918,28,1113,Enrofloxacin,Fluoroquinolone,337,1,3,0.0789,0.002,1,2025-12-01
4919,47,1873,Enrofloxacin,Fluoroquinolone,310,3,9,0.0452,0.002,1,2025-05-22
4920,30,1185,Sulfonamide,Sulfonamide,193,1,9,0.0248,0.1,0,2025-08-10
4921,18,720,Oxytetracycline,Tetracycline,257,3,3,0.053,0.01,1,2025-07-19
4922,39,1535,Penicillin,Beta-lactam,578,5,2,0.2814,0.005,1,2025-12-29
4923,1,39,Enrofloxacin,Fluoroquinolone,672,6,4,0.2166,0.002,1,2025-05-10
4924,33,1282,Sulfonamide,Sulfonamide,197,1,7,0.0345,0.1,0,2025-10-24
4925,18,717,Enrofloxacin,Fluoroquinolone,665,7,6,0.1189,0.002,1,2025-05-13
4926,9,342,Oxytetracycline,Tetracycline,737,2,8,0.0989,0.01,1,2025-04-12
4927,48,1888,Oxytetracycline,Tetracycline,313,7,7,0.031,0.01,1,2025-12-19
4928,21,807,Enrofloxacin,Fluoroquinolone,690,4,3,0.2274,0.002,1,2025-08-25
4929,22,876,Sulfonamide,Sulfonamide,604,4,8,0.0654,0.1,0,2025-04-18
4930,19,740,Sulfonamide,Sulfonamide,535,1,4,0.1783,0.1,1,2025-06-08
4931,5,183,Gentamicin,Aminoglycoside,363,5,2,0.1969,0.01,1,2025-04-23
4932,40,1587,Sulfonamide,Sulfonamide,124,5,9,0.0179,0.1,0,2025-04-02
4933,23,886,Gentamicin,Aminoglycoside,233,2,4,0.0645,0.01,1,2025-01-07
4934,35,1392,Gentamicin,Aminoglycoside,515,1,6,0.1172,0.01,1,2025-01-17
4935,5,193,Oxytetracycline,Tetracycline,183,2,10,0.0111,0.01,1,2025-06-07
4936,27,1077,Oxytetracycline,Tetracycline,415,3,3,0.1728,0.01,1,2025-07-31
4937,50,1991,Enrofloxacin,Fluoroquinolone,611,5,3,0.2562,0.002,1,2025-05-14
4938,30,1199,Sulfonamide,Sulfonamide,113,1,1,0.1541,0.1,1,2025-09-26
4939,49,1948,Gentamicin,Aminoglycoside,199,7,7,0.0363,0.01,1,2025-05-09
4940,43,1691,Gentamicin,Aminoglycoside,720,1,5,0.1929,0.01,1,2025-12-04
4941,31,1235,Sulfonamide,Sulfonamide,191,3,8,0.0173,0.1,0,2025-12-05
4942,48,1889,Oxytetracycline,Tetracycline,490,4,10,0.0705,0.01,1,2025-07-15
4943,24,946,Penicillin,Beta-lactam,496,4,3,0.2443,0.005,1,2025-10-27
4944,35,1384,Gentamicin,Aminoglycoside,221,1,3,0.0929,0.01,1,2025-08-23
4945,10,372,Gentamicin,Aminoglycoside,412,2,3,0.0765,0.01,1,2025-09-18
4946,41,1636,Gentamicin,Aminoglycoside,681,5,8,0.1261,0.01,1,2025-05-17
4947,47,1867,Enrofloxacin,Fluoroquinolone,735,4,2,0.428,0.002,1,2025-11-27
4948,19,746,Enrofloxacin,Fluoroquinolone,798,4,10,0.0555,0.002,1,2025-09-08
4949,24,957,Oxytetracycline,Tetracycline,221,1,6,0.0298,0.01,1,2025-11-13
4950,5,197,Gentamicin,Aminoglycoside,792,4,4,0.2228,0.01,1,2025-04-04
4951,38,1496,Gentamicin,Aminoglycoside,104,7,10,0.0096,0.01,0,2025-06-24
4952,21,833,Sulfonamide,Sulfonamide,665,6,9,0.101,0.1,1,2025-12-18
4953,29,1128,Gentamicin,Aminoglycoside,164,1,9,0.0154,0.01,1,2025-11-06
4954,25,972,Penicillin,Beta-lactam,455,5,7,0.0966,0.005,1,2025-09-03
4955,45,1766,Sulfonamide,Sulfonamide,400,7,4,0.1449,0.1,1,2025-04-10
4956,44,1752,Gentamicin,Aminoglycoside,380,3,8,0.0262,0.01,1,2025-07-15
4957,11,412,Penicillin,Beta-lactam,601,4,8,0.087,0.005,1,2025-06-29
4958,31,1218,Gentamicin,Aminoglycoside,370,6,6,0.0628,0.01,1,2025-12-02
4959,38,1519,Gentamicin,Aminoglycoside,494,5,5,0.1303,0.01,1,2025-11-21
4960,14,543,Gentamicin,Aminoglycoside,180,3,6,0.0403,0.01,1,2025-05-03
4961,15,564,Gentamicin,Aminoglycoside,358,7,6,0.0685,0.01,1,2025-11-23
4962,7,266,Enrofloxacin,Fluoroquinolone,124,7,6,0.0153,0.002,1,2025-09-11
4963,9,348,Sulfonamide,Sulfonamide,762,1,9,0.1037,0.1,1,2025-12-14
4964,43,1704,Sulfonamide,Sulfonamide,725,4,6,0.1666,0.1,1,2025-11-25
4965,32,1278,Enrofloxacin,Fluoroquinolone,440,1,4,0.1035,0.002,1,2025-06-28
4966,15,573,Sulfonamide,Sulfonamide,133,7,8,0.017,0.1,0,2025-07-11
4967,12,471,Sulfonamide,Sulfonamide,321,2,9,0.0311,0.1,0,2025-07-26
4968,30,1189,Penicillin,Beta-lactam,291,6,10,0.0181,0.005,1,2025-07-28
4969,31,1231,Gentamicin,Aminoglycoside,410,6,9,0.0247,0.01,1,2025-05-22
4970,42,1662,Oxytetracycline,Tetracycline,586,2,8,0.0519,0.01,1,2025-05-21
4971,5,179,Enrofloxacin,Fluoroquinolone,101,6,7,0.0104,0.002,1,2025-12-28
4972,14,528,Oxytetracycline,Tetracycline,421,1,1,0.5482,0.01,1,2025-03-14
4973,21,835,Enrofloxacin,Fluoroquinolone,628,2,9,0.0664,0.002,1,2025-10-25
4974,23,885,Penicillin,Beta-lactam,306,3,7,0.0423,0.005,1,2025-11-28
4975,22,875,Enrofloxacin,Fluoroquinolone,503,7,7,0.0895,0.002,1,2025-05-07
4976,12,448,Penicillin,Beta-lactam,597,2,10,0.0668,0.005,1,2025-05-16
4977,6,229,Enrofloxacin,Fluoroquinolone,708,2,1,0.8558,0.002,1,2025-10-22
4978,15,581,Oxytetracycline,Tetracycline,154,1,1,0.1046,0.01,1,2025-09-08
4979,23,894,Oxytetracycline,Tetracycline,594,7,9,0.0403,0.01,1,2025-11-02
4980,17,672,Oxytetracycline,Tetracycline,501,3,9,0.0424,0.01,1,2025-08-25
4981,25,975,Sulfonamide,Sulfonamide,749,4,4,0.1907,0.1,1,2025-05-01
4982,45,1768,Oxytetracycline,Tetracycline,537,1,5,0.0807,0.01,1,2025-06-14
4983,23,916,Enrofloxacin,Fluoroquinolone,376,6,8,0.0483,0.002,1,2025-04-18
4984,44,1752,Enrofloxacin,Fluoroquinolone,123,7,6,0.024,0.002,1,2025-11-25
4985,36,1406,Penicillin,Beta-lactam,519,1,3,0.2181,0.005,1,2025-01-15
4986,38,1488,Gentamicin,Aminoglycoside,640,4,6,0.0995,0.01,1,2025-08-29
4987,4,124,Gentamicin,Aminoglycoside,187,6,9,0.0245,0.01,1,2025-03-03
4988,49,1929,Penicillin,Beta-lactam,714,2,4,0.2469,0.005,1,2025-07-24
4989,48,1890,Oxytetracycline,Tetracycline,323,5,2,0.1013,0.01,1,2025-09-09
4990,24,946,Enrofloxacin,Fluoroquinolone,472,5,10,0.0482,0.002,1,2025-06-02
4991,50,1966,Oxytetracycline,Tetracycline,312,2,8,0.0355,0.01,1,2025-09-14
4992,23,914,Oxytetracycline,Tetracycline,442,6,9,0.0628,0.01,1,2025-01-06
4993,26,1003,Sulfonamide,Sulfonamide,167,7,1,0.1884,0.1,1,2025-07-27
4994,44,1731,Enrofloxacin,Fluoroquinolone,221,1,7,0.0242,0.002,1,2025-09-11
4995,2,74,Gentamicin,Aminoglycoside,640,2,9,0.084,0.01,1,2025-06-04
4996,23,904,Sulfonamide,Sulfonamide,375,5,4,0.1224,0.1,1,2025-04-27
4997,14,521,Sulfonamide,Sulfonamide,459,4,4,0.107,0.1,1,2025-06-18
4998,34,1352,Enrofloxacin,Fluoroquinolone,794,1,5,0.2188,0.002,1,2025-11-14
4999,7,265,Gentamicin,Aminoglycoside,289,5,1,0.322,0.01,1,2025-04-07
5000,7,242,Gentamicin,Aminoglycoside,667,7,9,0.0552,0.01,1,2025-12-06
5001,41,1610,Gentamicin,Aminoglycoside,362,2,2,0.168,0.01,1,2025-09-23
5002,17,667,Sulfonamide,Sulfonamide,614,7,5,0.1778,0.1,1,2025-05-17
5003,46,1821,Oxytetracycline,Tetracycline,664,5,10,0.093,0.01,1,2025-10-28
5004,12,442,Oxytetracycline,Tetracycline,304,2,1,0.2922,0.01,1,2025-07-10
5005,23,893,Oxytetracycline,Tetracycline,450,2,7,0.072,0.01,1,2025-01-28
5006,7,255,Enrofloxacin,Fluoroquinolone,262,2,1,0.3665,0.002,1,2025-11-07
5007,49,1941,Sulfonamide,Sulfonamide,774,5,7,0.0974,0.1,0,2025-04-23
5008,2,44,Sulfonamide,Sulfonamide,269,2,6,0.0605,0.1,0,2025-07-24
5009,19,723,Enrofloxacin,Fluoroquinolone,103,2,1,0.0968,0.002,1,2025-11-26
5010,31,1215,Oxytetracycline,Tetracycline,461,3,1,0.6013,0.01,1,2025-12-16
5011,24,949,Penicillin,Beta-lactam,267,1,2,0.0862,0.005,1,2025-11-18
5012,32,1248,Enrofloxacin,Fluoroquinolone,320,1,9,0.0525,0.002,1,2025-06-17
5013,1,9,Oxytetracycline,Tetracycline,399,2,4,0.0577,0.01,1,2025-09-30
5014,8,287,Oxytetracycline,Tetracycline,493,5,3,0.2149,0.01,1,2025-01-29
5015,16,617,Sulfonamide,Sulfonamide,227,7,1,0.2421,0.1,1,2025-01-29
5016,47,1863,Enrofloxacin,Fluoroquinolone,404,5,5,0.0977,0.002,1,2025-04-22
5017,47,1875,Sulfonamide,Sulfonamide,467,4,8,0.0642,0.1,0,2025-04-15
5018,31,1202,Sulfonamide,Sulfonamide,253,3,6,0.048,0.1,0,2025-06-17
5019,13,485,Sulfonamide,Sulfonamide,207,3,2,0.1072,0.1,1,2025-09-06
5020,8,298,Penicillin,Beta-lactam,627,7,3,0.1957,0.005,1,2025-05-21
5021,44,1745,Penicillin,Beta-lactam,700,3,2,0.3516,0.005,1,2025-04-05
5022,45,1784,Enrofloxacin,Fluoroquinolone,473,6,8,0.0701,0.002,1,2025-09-28
5023,41,1605,Sulfonamide,Sulfonamide,777,6,2,0.325,0.1,1,2025-06-23
5024,31,1212,Oxytetracycline,Tetracycline,349,1,9,0.0242,0.01,1,2025-08-05
5025,38,1491,Sulfonamide,Sulfonamide,436,7,5,0.0664,0.1,0,2025-09-14
5026,24,929,Gentamicin,Aminoglycoside,205,6,6,0.0176,0.01,1,2025-12-29
5027,40,1561,Enrofloxacin,Fluoroquinolone,624,5,5,0.1354,0.002,1,2025-02-28
5028,46,1813,Enrofloxacin,Fluoroquinolone,131,5,10,0.0083,0.002,1,2025-05-11
5029,15,591,Gentamicin,Aminoglycoside,397,1,4,0.1407,0.01,1,2025-01-14
5030,23,909,Gentamicin,Aminoglycoside,709,3,6,0.1517,0.01,1,2025-11-04
5031,36,1430,Penicillin,Beta-lactam,477,7,6,0.0802,0.005,1,2025-02-09
5032,44,1759,Oxytetracycline,Tetracycline,619,7,3,0.2402,0.01,1,2025-08-17
5033,23,899,Enrofloxacin,Fluoroquinolone,407,4,8,0.0574,0.002,1,2025-09-10
5034,14,557,Enrofloxacin,Fluoroquinolone,688,7,3,0.1995,0.002,1,2025-12-29
5035,7,241,Penicillin,Beta-lactam,322,5,8,0.0261,0.005,1,2025-05-28
5036,38,1509,Sulfonamide,Sulfonamide,354,4,10,0.0343,0.1,0,2025-01-20
5037,1,35,Gentamicin,Aminoglycoside,163,6,5,0.0448,0.01,1,2025-07-06
5038,31,1229,Enrofloxacin,Fluoroquinolone,660,7,5,0.1411,0.002,1,2025-08-02
5039,24,946,Enrofloxacin,Fluoroquinolone,208,4,7,0.0188,0.002,1,2025-12-14
5040,29,1155,Enrofloxacin,Fluoroquinolone,531,6,8,0.041,0.002,1,2025-06-18
5041,19,746,Sulfonamide,Sulfonamide,326,3,1,0.4662,0.1,1,2025-08-19
5042,23,883,Gentamicin,Aminoglycoside,369,5,1,0.3231,0.01,1,2025-03-05
5043,41,1603,Penicillin,Beta-lactam,256,4,3,0.1007,0.005,1,2025-07-23
5044,19,739,Penicillin,Beta-lactam,164,3,6,0.0396,0.005,1,2025-12-22
5045,33,1286,Penicillin,Beta-lactam,382,1,8,0.0672,0.005,1,2025-11-23
5046,42,1678,Oxytetracycline,Tetracycline,157,3,5,0.0459,0.01,1,2025-06-22
5047,29,1139,Penicillin,Beta-lactam,396,3,6,0.0741,0.005,1,2025-06-22
5048,46,1819,Enrofloxacin,Fluoroquinolone,545,7,3,0.2649,0.002,1,2025-08-06
5049,29,1144,Penicillin,Beta-lactam,308,3,8,0.0462,0.005,1,2025-08-01
5050,22,850,Sulfonamide,Sulfonamide,155,5,10,0.0133,0.1,0,2025-01-04
5051,16,618,Sulfonamide,Sulfonamide,193,1,9,0.0197,0.1,0,2025-01-27
5052,16,602,Penicillin,Beta-lactam,181,4,2,0.0788,0.005,1,2025-06-18
5053,35,1394,Gentamicin,Aminoglycoside,672,3,3,0.1329,0.01,1,2025-10-24
5054,24,936,Sulfonamide,Sulfonamide,337,2,7,0.0508,0.1,0,2025-01-24
5055,40,1595,Sulfonamide,Sulfonamide,798,2,2,0.4661,0.1,1,2025-08-04
5056,2,74,Sulfonamide,Sulfonamide,689,5,9,0.0801,0.1,0,2025-11-27
5057,35,1392,Oxytetracycline,Tetracycline,190,1,6,0.0276,0.01,1,2025-10-10
5058,11,404,Sulfonamide,Sulfonamide,180,1,2,0.0782,0.1,0,2025-04-15
5059,9,355,Oxytetracycline,Tetracycline,265,4,5,0.0291,0.01,1,2025-11-09
5060,37,1451,Penicillin,Beta-lactam,794,6,4,0.2397,0.005,1,2025-10-20
5061,23,888,Penicillin,Beta-lactam,611,5,1,0.4185,0.005,1,2025-01-02
5062,35,1364,Penicillin,Beta-lactam,656,5,8,0.0835,0.005,1,2025-12-02
5063,49,1950,Oxytetracycline,Tetracycline,673,5,10,0.0479,0.01,1,2025-06-02
5064,15,581,Gentamicin,Aminoglycoside,632,1,7,0.1149,0.01,1,2025-08-10
5065,21,828,Penicillin,Beta-lactam,379,7,3,0.1565,0.005,1,2025-10-06
5066,12,477,Enrofloxacin,Fluoroquinolone,624,6,2,0.2139,0.002,1,2025-04-06
5067,39,1522,Gentamicin,Aminoglycoside,545,3,8,0.053,0.01,1,2025-07-31
5068,16,629,Enrofloxacin,Fluoroquinolone,130,3,8,0.0187,0.002,1,2025-04-10
5069,40,1570,Penicillin,Beta-lactam,606,5,7,0.0785,0.005,1,2025-08-15
5070,31,1217,Enrofloxacin,Fluoroquinolone,630,1,9,0.0682,0.002,1,2025-06-04
5071,14,559,Sulfonamide,Sulfonamide,680,2,5,0.1208,0.1,1,2025-08-17
5072,34,1360,Oxytetracycline,Tetracycline,413,3,7,0.0776,0.01,1,2025-04-22
5073,41,1625,Sulfonamide,Sulfonamide,731,6,6,0.0913,0.1,0,2025-06-17
5074,17,677,Gentamicin,Aminoglycoside,513,3,3,0.119,0.01,1,2025-05-23
5075,1,21,Penicillin,Beta-lactam,741,4,10,0.0933,0.005,1,2025-10-12
5076,49,1923,Sulfonamide,Sulfonamide,484,3,10,0.043,0.1,0,2025-08-03
5077,35,1368,Sulfonamide,Sulfonamide,165,1,9,0.0125,0.1,0,2025-03-13
5078,30,1181,Penicillin,Beta-lactam,348,6,3,0.0889,0.005,1,2025-10-14
5079,26,1005,Penicillin,Beta-lactam,290,1,4,0.0702,0.005,1,2025-04-28
5080,25,996,Sulfonamide,Sulfonamide,376,1,7,0.0631,0.1,0,2025-02-02
5081,11,418,Sulfonamide,Sulfonamide,523,4,5,0.1262,0.1,1,2025-09-24
5082,50,1974,Enrofloxacin,Fluoroquinolone,607,5,4,0.0837,0.002,1,2025-05-16
5083,41,1613,Enrofloxacin,Fluoroquinolone,435,5,7,0.0737,0.002,1,2025-06-16
5084,35,1384,Gentamicin,Aminoglycoside,778,4,6,0.1719,0.01,1,2025-08-24
5085,26,1029,Gentamicin,Aminoglycoside,675,6,1,0.374,0.01,1,2025-06-30
5086,18,691,Oxytetracycline,Tetracycline,234,4,8,0.0337,0.01,1,2025-05-14
5087,33,1309,Enrofloxacin,Fluoroquinolone,716,3,4,0.2628,0.002,1,2025-04-25
5088,9,340,Gentamicin,Aminoglycoside,137,3,7,0.0119,0.01,1,2025-08-11
5089,19,728,Penicillin,Beta-lactam,357,7,5,0.0484,0.005,1,2025-02-01
5090,15,598,Penicillin,Beta-lactam,189,6,9,0.0196,0.005,1,2025-05-09
5091,24,934,Oxytetracycline,Tetracycline,477,2,1,0.3575,0.01,1,2025-02-12
5092,33,1294,Sulfonamide,Sulfonamide,194,5,9,0.0183,0.1,0,2025-12-03
5093,2,45,Enrofloxacin,Fluoroquinolone,518,3,2,0.1905,0.002,1,2025-06-12
5094,46,1801,Sulfonamide,Sulfonamide,427,1,9,0.0279,0.1,0,2025-05-15
5095,10,385,Penicillin,Beta-lactam,290,6,10,0.029,0.005,1,2025-09-01
5096,47,1842,Gentamicin,Aminoglycoside,520,6,4,0.0892,0.01,1,2025-09-08
5097,35,1376,Sulfonamide,Sulfonamide,148,7,5,0.0186,0.1,0,2025-04-15
5098,29,1123,Oxytetracycline,Tetracycline,101,4,1,0.1434,0.01,1,2025-09-16
5099,32,1261,Oxytetracycline,Tetracycline,602,1,1,0.5199,0.01,1,2025-03-06
5100,31,1236,Oxytetracycline,Tetracycline,641,3,6,0.1025,0.01,1,2025-12-02
5101,40,1595,Enrofloxacin,Fluoroquinolone,694,7,7,0.0854,0.002,1,2025-11-03
5102,2,43,Enrofloxacin,Fluoroquinolone,235,4,1,0.2828,0.002,1,2025-06-29
5103,32,1263,Sulfonamide,Sulfonamide,539,1,2,0.3508,0.1,1,2025-04-21
5104,17,649,Sulfonamide,Sulfonamide,298,1,5,0.086,0.1,0,2025-01-04
5105,33,1286,Gentamicin,Aminoglycoside,590,6,6,0.0613,0.01,1,2025-01-21
5106,22,877,Oxytetracycline,Tetracycline,111,5,3,0.0517,0.01,1,2025-03-13
5107,6,223,Gentamicin,Aminoglycoside,662,5,8,0.0652,0.01,1,2025-04-13
5108,43,1686,Gentamicin,Aminoglycoside,212,3,8,0.0196,0.01,1,2025-03-21
